eng,dua
"What affected Cain 's ability to make a wise decision , and with what result ?","Nje e boli ná Kain a si no ̱ ngo ̱ bedomsedi be dibie ̱ e , nje pe ̱ e bupe ̱ e ?"
What will help us to overcome minor disagreements with fellow believers ?,Nje e me ̱ nde ̱ jongwane ̱ biso ̱ o buka son a si so ̱ ṅtane ̱ le ̱ na bonasango asu e ?
The information covered in this brochure may not apply fully to your situation because of tax laws or other laws in the country where you reside .,Nje e tilabe ̱ o ni kalati ye ná e be ̱ ná e si mombwea bete ̱ medi bo ̱ ngo ̱ ońola diwengisan la mambenda ma tax m 'ekombo ango ̱ to ̱ so ̱ mambenda mape ̱ pe ̱ .
What are your priorities in life ?,Nje ye mambo maboso o longe ̱ lo ̱ ngo ̱ e ?
Why may we feel discouraged when preaching in less responsive territories ?,Nje ye ná e bo ̱ bise ̱ biso ̱ mulema ke ̱ je o mōnda bato ba si malambe ̱ no ̱ toi e ?
What have you learned from this discussion on being a spiritual person ?,Njika belēdi jombwea be ̱ la mot 'a mudī o busanno ̱ o din jokwa e ?
What comes first when Jehovah extends help to us ?,Njika jongwane ̱ Yehova a mase ̱ le ̱ no ̱ wana e ?
"IN A small town in Gujarat , India , John 's father was baptized as one of Jehovah 's Witnesses in the late 1950 ' s .","O SON a mundi ma India mu belabe ̱ ná Gujarat , nde sango a Yohane a dubisabe ̱ no ̱ ka Mboṅ a Yehova o su la mimbu má 1950 ."
"Rather , it refers to the fact that a woman 's having children to tend to , along with the other aspects of caring for a household , may keep her from falling into a pattern of gossiping and meddling in others ' affairs .","O diwengisan , Bibe ̱ l ńe nde o kwala ná dibongo la bana , na jombwea la bene ̱ bebolo ba mboa , be ná beka muto o dangwane ̱ miso ̱ si na jinge ̱ le ̱ mo ̱ me ̱ ne ̱ o bekwali be si mombweye ̱ mo ̱ . ( 1 Tim ."
"At one facility , she spent 80 hours witnessing in just two and a half weeks .","O do ̱ kita diwo ̱ a jaino ̱ woki iba n 'epasi , a te ̱ dikalo 80 ma awa ."
"In those days , many of us responded quickly upon learning basic Bible truths .","O mi mińa , jita lasu di pomane ̱ o jemea jokwa belēdi baboso ba Bibe ̱ l ."
"In another prayer , Jesus addressed Jehovah as "" Holy Father . ""","O muka mupe ̱ pe ̱ , Yesu a bele ̱ Yehova ná "" Tete ̱ ńa bosangi . """
Among the thousands who get baptized each year are young ones - teenagers and preteens .,O muso ̱ ngi ma lokoli la bato lo madubisabe ̱ mbu te ̱ o be ̱ n oten beso ̱ mbe ̱ - bekoke ̱ le ̱ na bana basadi .
"After he died , he "" was laid to rest with his forefathers and was buried in the City of David . ""","Ombusa kwed 'ao , na mo ̱ "" a nanga na batete ̱ , a pulame ̱ o mundi ma David . "" ( 1 Ki ."
"After several more meetings , Brother Damian Santos , an elderly pioneer who was an ex - mayor , invited me to stay overnight .","Ombusa mba jukea o ndongame ̱ n jita , munasango Damian Santos , mutudu na paonia nu ta sango a mundi kwaṅ , a bele ̱ mba o tombise ̱ bulu ombo 'ao ."
"After graduating , Riana kept his promise .","Ombusa mbako , Riana a londe ̱ kakane ̱ lao ."
"After closely observing our good behavior , a prisoner who was a professor of mathematics was moved to ask about our beliefs .","Ombusa mo ̱ je ̱ ne ̱ bedangwedi basu ba bwam , mot 'a beboa mō ̱ nu ta nde mulēd 'a miso ̱ ngi a baise ̱ biso ̱ myuedi jombwea dube ̱ lasu ."
Why did the once modest prophet presumptuously go along with that deceitful older man ?,Ońola nje muto ̱ ped 'a mudī nu se ̱ le ̱ be ̱ sibise ̱ la ńolo a lombitane ̱ no ̱ o wala na mudun a moto ńa mawo ̱ ndo ̱ n e ?
"No matter how qualified we may be , we are limited in what we can accomplish in our own strength .","To ̱ di be ̱ ne ̱ nde dibie ̱ la bola lambo nē ̱ , nje jeno ̱ ná di bola na ngud 'asu e be ̱ n moyo ."
"Although Brother Russell took the lead in presenting public talks at that time , he recognized that "" no man is indispensable , "" since "" this is not man 's work ; it 's God 's work . ""","To ̱ ná munasango Rusel nde a ta a tombise ̱ bekwali ba ntelele o niponda , embi ná "" to ̱ moto a titi tobotobo "" ebanja "" y 'ebolo e titi ya mot 'a benama nde ebol 'a Loba . """
"Of course , the war we fight is spiritual , not literal .","Ye mbale ̱ ná bila di manano ̱ be nde ba mudī , seto ̱ b 'eyobo ."
"Jesus described Jehovah as "" the cultivator , "" himself as "" the true vine , "" and his disciples as "" the branches . ""","Yesu a langisane ̱ Yehova na "" mupo ̱ nge ̱ mōnda , "" mo ̱ me ̱ ne ̱ pe ̱ na "" mudiki ma wań "" ( m.o.d ) , bokwedi bao pe ̱ na "" mikanjo . """
Noah did according to all that God had commanded him .,"Na Noa a bola nika ; kana Loba anedino ̱ mo ̱ , nika nde a bolino ̱ ."
"The apostle Paul warned fellow Christians against pleasing the flesh , saying : "" Setting the mind on the flesh means death . . . because setting the mind on the flesh means enmity with God . ""","( 1 Yohane 2 : 16 ) Ńamuloloma Paulo ome ̱ le ̱ yine ̱ Kriste ̱ n ka mo ̱ ońola bwese ̱ l 'eyobo muńe ̱ nge ̱ , mo ̱ ná : "" Jo ̱ nge ̱ le ̱ l 'eyobo di malena nde kwedi . . . ońolana jo ̱ nge ̱ le ̱ l 'eyobo di singe ̱ Loba . "" ( Rom ."
That is an excellent reason to do good and to keep on doing so .,( 3 Yohane 11 ) Nika ńe nde njo ̱ m ni peti ńa bola bwam na benga bola nika .
The result ?,( Bbot .
( Read Matthew 13 : 52 . ),( Langa Mateo 13 : 52 . )
"Yes , they considered anyone who had not studied at the rabbinic schools or who did not keep their traditions to be contemptible and ordinary .",( Yohane 7 : 47 - 49 ) Ba ta pe ̱ nde ba langa be ̱ se ̱ bena ba s 'oko o besukulu babu to ̱ ba si mane ̱ nge ̱ myeka mabu ka beye ̱ me ̱ ki ba bato .
( a ) Why have some circuit overseers expressed concern ?,( a ) Njika mitakisan mō ̱ baboledi b 'ebondo ba so ̱ ino ̱ e ?
( b ) How do David 's expressions recorded in Psalm 61 remind you of Hannah 's exemplary attitude ?,( b ) Ne ̱ ni byala ba David be tilabe ̱ o Myenge 61 be mo ̱ nge ̱ le ̱ no ̱ wa eyembilan a bwam ya Hana e ?
"( b ) What sort of freedom can humans enjoy , and why ?","( b ) Njika pat 'a wonja bato ba benama ba be ̱ nno ̱ e , na ońola nje e ?"
Members of the congregation thus had an opportunity to imitate Jesus and his Father by extending forgiveness .,1 : 22 ) Belongi ba mwemba be ta so ̱ be be ̱ ne ̱ epolo o jembilane ̱ Yesu na Sango ná babo ̱ pe ̱ ba lakise ̱ .
"We should , therefore , be increasingly interested in our brothers , so that we can encourage them whenever needed .","10 : 24 ) Ońola nika , jangame ̱ n so ̱ bata be ̱ ne ̱ ponda ońola bonasango asu ná di we ̱ le ̱ jembe ̱ babo ̱ ponda te ̱ nika e mapulano ̱ ."
"Earnestly desiring a victory , Jephthah vowed : "" If you give the Ammonites into my hand , then whoever comes out of the door of my house to meet me when I return in peace from the Ammonites will become Jehovah 's . ""","10 : 7 - 9 ) Kana Yefta a tano ̱ a be ̱ ne ̱ ńo ̱ ngi ninde ̱ ne ̱ ńa bebukedi , na mo ̱ a kakane ̱ ná : "" Yete ̱ na o me ̱ nde ̱ bake ̱ Bonaamon o mā mam , ke ̱ nu nu me ̱ nde ̱ buse ̱ o jo ̱ mbe ̱ la ndabo am o po ̱ dongame ̱ ne ̱ mba ke ̱ na niwa ka mubuked 'a Bonaamon , a mabe ̱ nde ńa Yehova . """
Paul was writing from Rome .,2 : 21 ) Paulo a ta nde o Roma ke ̱ e o tila .
"So even now , the ransom enables us to have a righteous standing with our Father and to share in the sanctification of his name .","2 : 21 - 25 ) Ońola nika , to ̱ e be ̱ nde tatan , diko ̱ ti di mabola biso ̱ epolo o be ̱ bate ̱ m na sim oboso ba Sango asu na no ̱ ngo ̱ pe ̱ dongo o sangisabe ̱ la dina lao ."
"Clearly , God in a very literal way raised up the boy in Shunem , proving His ability to resurrect .","2 : 6 ) Na mbale ̱ , Loba nde a pumbwe ̱ le ̱ nu muna o Sunem ; a lee ̱ le ̱ ná a be ̱ n ngińa o pumbwe ̱ le ̱ ."
"She dearly loved her little boy , but now she would not be able to have everyday contact with him during his boyhood .","A ta a to ̱ ndo ̱ son ao ya mun 'a mome jita , nde tatan a si wusa be ̱ na mo ̱ buńa te ̱ o ponda mińa mao ma mūtu ."
"After Adam and Eve broke Jehovah 's law , they hid themselves .",Adam na Eva ba wutame ̱ ombusa babo ̱ kwe ̱ me ̱ mbend 'a Yehova .
"Atsuko , a married sister in her mid - 30 ' s from Japan , states : "" In the past , I always wanted Armageddon to come immediately .","Atsuko munańango nu babe ̱ , nu be ̱ n 35 ma mbu , nu wu o Yapan mo ̱ ná : "" O ponda ni tombi , na ta na pula ye ̱ ke ̱ i te ̱ ná Armagedo ̱ n e po ̱ dibokime ̱ ne ̱ ."
And it means reaching out for spiritual goals .,Bangame ̱ n pe ̱ te ̱ mpuli ońola mambo ma mudī .
"While the literal boots worn by Roman soldiers carried them into war , the symbolic footwear worn by Christians helps them deliver a message of peace .","Betambi ba sonj 'a Roma be ta bongwane ̱ babo ̱ o buka o bila , nikame ̱ ne ̱ pe ̱ nde betambi ba bila ba mudī ba Kriste ̱ n be mongwane ̱ no ̱ babo ̱ o langwa mwe ̱ ndi ma musango . ( Yes . 52 : 7 ; Rom ."
"Every day , need - greaters who moved to Turkey meet people who have never heard about Jehovah .","Buńa te ̱ , ba bena balo o jongwane ̱ owo ba mabata nde so ̱ bato bena ba si sengi to ̱ lambo jombwea Yehova ."
""" DEAD MAN WALKING ! "" That cry rings out as a dangerous criminal is led from his prison cell , metal doors clanging behind him .","DUTEA NÁ BATATEDI ba ndabo a beboa ba busane ̱ mot 'ebwan nu bian na be ̱ se ̱ , be o tombane ̱ mo ̱ nde ba te ̱ misea ná "" ńakwedi ńakwedi ! """
"With an initial burst of enthusiasm , they got to work on restoring true worship in Jerusalem .","Di busino ̱ , di ta di pukume ̱ ye ̱ na muńe ̱ nge ̱ kańena di botea o timbise ̱ le ̱ jowe ̱ la mbale ̱ peńa o Yerusalem ."
"Second , by his teaching and example , Jesus showed his disciples that they must overcome suspicion or intolerance toward others .","Di londe ̱ maba , tongwea na belēdi n 'eyembilan ao a lee ̱ bokwedi bao ná bangame ̱ n o buka ndando ."
"If we are not careful , however , secular work could interfere with our worship .","Di si no ̱ ngi te ̱ jangame ̱ ye ̱ , ebol 'a musawedi ye ná e pandise ̱ biso ̱ na jowe ̱ lasu ."
Now back to the chariots .,Di timbe so ̱ o bebamban .
"With diligent effort , we can attain "" the measure of stature that belongs to the fullness of the Christ "" as we let God 's laws and principles train our conscience . - Eph .","Di we ̱ te ̱ na ngińa o jese ̱ le ̱ ná mambenda na bete ̱ sedi ba Loba bokwe ̱ le ̱ doi lasu la mulema , di me ̱ nde ̱ po ̱ o "" dime ̱ ne ̱ la mute ̱ mu londi mbom ma Kristo . "" - Efe ."
"The governing body , 1950 ' s","Dibe ̱ le ̱ di madie ̱ le ̱ , o mimbu má 1950"
"One of the many metropolitan witnessing stands in Lagos , the most populous city in Africa .","Epolo ewo ̱ ya we ̱ ni bebamban ba Mboṅ a Yehova be mate ̱ me ̱ no ̱ o Lagos , mundi mō ̱ ma Afrika mu be ̱ n bato jita buka mine ̱ ."
"Being imperfect , all of us make mistakes .","Etum te ̱ di titino ̱ ke ̱ nge ̱ nge ̱ , biso ̱ be ̱ se ̱ di mawusa ."
We can also find many Biblical examples of humans who maintained joy in the face of trying circumstances .,Je pe ̱ ná di so ̱ o Bibe ̱ l byembilan jita ba bato bena ba kombe ̱ muńe ̱ nge ̱ oteten a makekisan .
"For example , are there plans to build a new Kingdom Hall that your congregation will use ?","K 'eyembilan , Ndabo a Janea ńa peńa mwemba mo ̱ ngo ̱ mu me ̱ nde ̱ no ̱ bolane ̱ ńangame ̱ n o longabe ̱ e ?"
"For example , reflect on the list of beliefs clarified that was referred to in the preceding paragraph .","K 'eyembilan , o ̱ nge ̱ le ̱ belēdi be ̱ se ̱ so ̱ ṅtane ̱ di batino ̱ bena di kwaledino ̱ o dongo di se ̱ le ̱ na din ."
"Just as husbands can be won without a word by the conduct of their wives , others can be drawn to God by the humility shown by his people . - 1 Pet .","Ka nje te ̱ bome beno ̱ ná ba dutabe ̱ esibe ̱ eyala tongwea na bedangwedi ba bito babu , bape ̱ pe ̱ pe ̱ be nde ná ba sisea be ̱ be ̱ na Loba tongwea na sibise ̱ la ńolo baboledi bao ba malee ̱ le ̱ no ̱ . - 1 Pet ."
"King Josiah , Hezekiah 's great - grandson , also resolutely kept Jehovah 's commandments "" with all his heart . ""","Kiṅe ̱ Yosia , ndilili a Hiskia , pe ̱ a ta a we ̱ o ne ̱ nge ̱ mambenda ma Yehova "" na mulema mao mwe ̱ se ̱ . "" ( 2 Myan ."
Our just God always does what is right and proper .,Loba lasu la te ̱ me ̱ la sim di mabola nde ponda ye ̱ se ̱ nje e te ̱ nge ̱ n na yangame ̱ n .
"SONGS : 15 , 74","MYENGE : 15 , 74"
"Matters came to a head when Shishak reached Jerusalem , where Rehoboam reigned .","Mambo ma bati be ̱ bobe ponda Sisak a po ̱ ino ̱ o Yerusalem , owe ̱ ni a tano ̱ anea ."
We may also have been deeply influenced by our environment .,Mambo ma dinge ̱ le ̱ biso ̱ pe ̱ me ná ma be ̱ ne ̱ ngińa omo ̱ ń asu .
"Clearly , it is not our role to judge whether people should be executed or preserved alive .",Mbale ̱ ńe nde ná seto ̱ biso ̱ nde di mate ̱ se ̱ nja nu me ̱ nde ̱ bo ̱ lo ̱ ne ̱ longe ̱ to ̱ sungabe ̱ .
"Records show that in the last five years , the average number of regular pioneers has grown to over 1,100,000 and more than a quarter of a million worldwide have been added to the ranks of full - time preachers .","Milangi ma mimbu mitanu mi tombi mi malee ̱ ná , muso ̱ ngi ma paonia ya pond 'a mususu mu bati ńaka , buka na 1 100 000 . Nika ná 250 000 la bate ̱ dikalo ba bati o muso ̱ ngi ma paonia o wase ńe ̱ se ̱ ."
"The first couple 's life was completely free from worries about food , work , sickness , and death .","Mome na mut 'a boso ba ta ba te ̱ me ̱ wonja na mutaka ma da , ebolo , diboa , na kwedi . ( Bbot ."
"Regarding the account in question , at least one commentator believes that a flame could "" scarcely have been kept going throughout the long journey "" that Abraham and Isaac made .","Mukwaleye ̱ ońola myango ma Bibe ̱ l mō ̱ a mo ̱ nge ̱ le ̱ jombwea din to ̱ ti ná "" e wusa be ̱ ndutu ná wea i tike jońa ni pond 'a ńe ̱ se ̱ ńa bwaba ba lo ̱ ndo ̱ "" Abraham na Isak ba dangono ̱ ."
"Likewise , an unbelieving wife should be shown self - sacrificing love and tender affection by her Christian husband . - Eph .","Mulemlem pe ̱ nde mome ńe Kriste ̱ n angame ̱ nno ̱ jombwea munj 'ao nu si maboleye ̱ Loba , na to ̱ ndo ̱ pe ̱ mo ̱ . - Efe ."
"Because of her past experience , one sister found it hard to love Jehovah .","Munańango mō ̱ mo ̱ ná , mambo a kusino ̱ o longe ̱ lao ma boli ná e be ̱ mo ̱ ndutu o to ̱ ndo ̱ Yehova ."
And it was a white sister who patiently helped me to make the journey .,Munańango ńe mukala nde ongwane ̱ mba o tukwa mo ̱ nge ̱ le ̱ mam .
"Your Creator is "" the God of love , "" "" the happy God , "" who made humans "" in his image . ""","Muweked 'ango ̱ e nde "" Loba la ndolo , "" "" Loba la bonam , "" nu weki moto "" o bowan bao . "" ( 2 Kor . 13 : 11 ; 1 Tim . 1 : 11 ; Bbot ."
"Within a few months of their deliverance , they began to long for the food and drink they once had in Egypt and complained about Jehovah 's provisions , even wanting to return to Egypt .","Myo ̱ di to ̱ mininga ombusa busa labu , ba botedi nde o jo ̱ nge ̱ le ̱ da na beńo ̱ n ba tano ̱ ba be ̱ ne ̱ o Egipto , ba to ̱ kisane ̱ pe ̱ nje Yehova a tano ̱ a bola babo ̱ , ba pula na mo ̱ me ̱ ne ̱ timba o Egipto ."
"If black Witnesses preached from door to door in a white neighborhood , they would be arrested - and likely beaten up .",Mīndo mi wusa damabe ̱ le ̱ to ̱ mo ̱ me ̱ ne ̱ dipabe ̱ ke ̱ malo te ̱ dikalo la jo ̱ mbe ̱ na jo ̱ mbe ̱ o wuma bakala ba majano ̱ .
"He asked , "" What is this ' tribulation , ' and how would I deal with it if I marry ? ""","Na mo ̱ a baise ̱ ná : "" Nje ye ni ' ndutu ' e , ne ̱ ni pe ̱ neno ̱ ná na lembe ̱ mo ̱ ke ̱ na bai e ? """
"I was the second of eight children , and my grandparents had taken me to live with them when I was eight years old .","Na ta nde muna nu londe ̱ baba oteten a bana lo ̱ mbi , na bambambe ̱ bam ba no ̱ ngo ̱ mba ke ̱ ne bodun ba mbu lo ̱ mbi ."
"Suddenly , he began having abdominal cramps .",Nde o dibokime ̱ ne ̱ a botea senga dibum sese .
How does creation declare Jehovah 's glory ?,Ne ̱ ni bewekedi be malangwano ̱ edub 'a Yehova e ?
How can bad association affect our whole life ?,Ne ̱ ni mindenge ma bobe mi mańamse ̱ no ̱ longe ̱ lasu le ̱ se ̱ e ?
And what can I do to express fully the feeling of the songs we sing ? ',Ne ̱ ni pe ̱ neno ̱ ná na busise ̱ besengedi be ̱ se ̱ ba myenge di malo ̱ ngo ̱ no ̱ e ? '
How would you define a presumptuous act ?,Ne ̱ ni weno ̱ ná o tele ̱ ye ̱ nje ye bebolo ba kumba e ?
"Soon after this conversation , Nikolai was summoned to KGB headquarters in Kant .",Nika e si no ̱ ngi pe ̱ ponda ombusa yen ekwali na Nikolai a belabe ̱ o mulopo m 'ebolo ma KGB o Kant .
It could be when the prevailing circumstances change .,Nika ńe nde ná e be ̱ ke ̱ bete ̱ medi ba kwaṅ be tuko .
It may move them to approach us and take one of our publications .,"Nika ńe ná e tute ̱ le ̱ babo ̱ o sisea biso ̱ be ̱ be ̱ , ba no ̱ ngo ̱ pe ̱ kalat 'asu po ̱ ."
"The one thing I did know was that I wanted to be like Isaiah , who said : ' Here I am !","Nje ye ̱ se ̱ na tano ̱ na bia e ta nde ná na ta na pula be ̱ ka Yesaya , nu kwali ná : Mba nun , loma mba ! """
What lesson can we draw from Jehovah 's persistent efforts to reform the sinful Israelites ?,Njika belēdi jeno ̱ ná di busane ̱ jombwea ndedi Yehova a lee ̱ le ̱ no ̱ ońola myobe ma Bonaisrael e ?
What steps must a person take before getting baptized ?,Njika matanga moto angame ̱ nno ̱ no ̱ ngo ̱ oboso ná a madubisabe ̱ e ?
"The elder recalled : "" Graham had a problem with pride .","Nu mutudu mo ̱ ná : "" Nje e ta e takise ̱ Graham e ta nde kumba ."
"In answer , Jesus gave an illustration of a Samaritan who kindly cared for a traveler - a Jew - who had been beaten by thieves .","Ná alabe ̱ mo ̱ , na Yesu a bola edinge ̱ ding 'a mot 'a Samaria ńongwane ̱ na muyao mot 'a Bonayuda nu ta nu dipabe ̱ na bato b 'ebwan ."
